nodeID,nodeLabel,latitude,longetude,country_name,country_ISO3
0,unknown,45.06163949999984,18.492519999999786,Croatia,HR
1,unknown,44.609330999999855,16.053425999999774,Croatia,HR
2,unknown,44.39613749999984,16.131189499999778,Croatia,HR
3,unknown,45.50432299999986,14.243178999999799,Croatia,HR
4,unknown,46.38830899999985,16.304625999999786,Croatia,HR
5,unknown,46.116119499999854,15.605439999999788,Croatia,HR
6,unknown,46.08201999999986,15.656180499999778,Croatia,HR
7,unknown,44.22241949999986,16.217457999999795,Croatia,HR
8,unknown,44.19600249999985,16.240842999999785,Croatia,HR
9,unknown,46.24655849999985,16.943537499999792,Croatia,HR
10,station,46.35369049999986,16.812349499999783,Croatia,HR
11,unknown,45.889140499999854,15.682328499999784,Croatia,HR
12,unknown,45.52314149999984,19.086228499999777,Croatia,HR
13,station,44.88079049999985,18.843740499999768,Croatia,HR
14,station,45.23751049999984,16.525390499999787,Croatia,HR
15,station,43.05955099999986,17.645478999999796,Croatia,HR
16,unknown,45.645538499999844,15.343008999999796,Croatia,HR
17,station,46.18738949999985,15.84519949999978,Croatia,HR
18,station,46.511340999999845,16.44572999999977,Croatia,HR
19,unknown,45.323750499999846,14.436251499999798,Croatia,HR
20,unknown,43.50702349999986,16.43948949999978,Croatia,HR
21,unknown,43.51422049999985,16.25087549999978,Croatia,HR
22,unknown,45.23936099999986,15.28674049999978,Croatia,HR
23,unknown,45.98894099999984,17.12589049999977,Croatia,HR
24,unknown,45.37450049999984,18.964069499999795,Croatia,HR
25,unknown,45.552718999999854,18.69729049999978,Croatia,HR
26,station,44.915496999999846,18.85609249999979,Croatia,HR
27,station,45.50015999999985,18.979379499999794,Croatia,HR
28,station,45.32870199999985,16.968400999999773,Croatia,HR
29,unknown,45.147068999999846,19.16414299999977,Croatia,HR
30,unknown,44.873203499999846,13.847254999999791,Croatia,HR
31,station,45.26866149999984,15.225859499999785,Croatia,HR
32,station,45.49968349999986,15.539994999999777,Croatia,HR
33,unknown,45.76702899999984,15.964810499999771,Croatia,HR
34,station,45.80400399999985,15.982677999999794,Croatia,HR
35,unknown,45.76055899999986,15.973580499999798,Croatia,HR
36,unknown,46.38265199999984,16.43721199999979,Croatia,HR
37,station,46.30542349999985,16.34882749999977,Croatia,HR
38,station,46.00732499999984,16.545508999999782,Croatia,HR
39,station,45.18770199999986,17.65199849999979,Croatia,HR
40,unknown,45.80139149999985,15.960499999999797,Croatia,HR
41,unknown,45.78158949999985,15.957119999999776,Croatia,HR
42,station,45.15597149999985,19.14656999999977,Croatia,HR
43,unknown,45.75295999999986,16.043109999999785,Croatia,HR
44,unknown,43.049056499999864,17.432920499999796,Croatia,HR
45,unknown,45.32764449999985,16.97164399999977,Croatia,HR
46,station,45.44271149999986,16.878089999999787,Croatia,HR
47,station,45.40892399999984,18.964483499999773,Croatia,HR
48,unknown,44.86283499999985,13.829256999999785,Croatia,HR
49,station,45.42879849999986,13.980569999999773,Croatia,HR
50,station,45.801749999999856,16.245229499999795,Croatia,HR
51,station,45.56528099999986,16.613528999999772,Croatia,HR
52,station,45.33336999999986,14.416938499999787,Croatia,HR
53,unknown,45.23023999999984,18.42427049999978,Croatia,HR
54,unknown,45.26771149999985,18.824979999999783,Croatia,HR
55,station,45.300128999999856,18.81773949999979,Croatia,HR
56,station,46.21643049999986,16.898750999999777,Croatia,HR
57,unknown,45.71940999999984,16.03083049999978,Croatia,HR
58,station,45.77955999999983,17.52538999999979,Croatia,HR
59,unknown,45.767520999999846,15.950830499999796,Croatia,HR
60,unknown,44.044650999999845,16.194499999999778,Croatia,HR
61,station,45.47243099999986,16.37984099999977,Croatia,HR
62,station,45.34902949999986,14.109689499999774,Croatia,HR
63,station,43.73112099999986,15.894489999999792,Croatia,HR
64,station,45.58922899999985,18.463559999999774,Croatia,HR
65,station,45.63695899999985,15.39420949999979,Croatia,HR
66,unknown,45.180907999999846,17.670490499999772,Croatia,HR
67,station,44.87712449999984,13.847077999999783,Croatia,HR
68,unknown,46.17095949999984,16.82076049999978,Croatia,HR
69,unknown,46.059100999999856,15.711899999999787,Croatia,HR
70,unknown,46.019340499999856,15.926649999999796,Croatia,HR
71,unknown,45.550441499999835,18.673869999999795,Croatia,HR
72,unknown,45.16447849999986,18.00558099999978,Croatia,HR
73,unknown,45.54357899999985,18.669559499999792,Croatia,HR
74,unknown,45.30286049999984,18.808160999999785,Croatia,HR
75,unknown,45.298110999999835,18.787339999999773,Croatia,HR
76,station,45.06962899999985,18.493699499999792,Croatia,HR
77,unknown,45.46224999999984,16.382030499999786,Croatia,HR
78,station,43.50218199999986,16.442729999999784,Croatia,HR
79,unknown,46.382648499999846,16.44808949999978,Croatia,HR
80,station,45.89381049999986,16.84551099999979,Croatia,HR
81,unknown,46.15690999999984,16.811679999999797,Croatia,HR
82,station,44.10606749999985,15.242192499999788,Croatia,HR
83,unknown,45.282470499999846,18.85037049999977,Croatia,HR
84,station,43.67026149999984,16.113290999999776,Croatia,HR
85,station,45.23617949999985,15.292710499999771,Croatia,HR
86,station,46.024421499999846,15.906289999999785,Croatia,HR
87,station,45.290759999999835,17.810149999999794,Croatia,HR
88,station,45.16373799999985,18.022617499999768,Croatia,HR
89,unknown,45.49130999999986,18.11615999999978,Croatia,HR
90,station,45.312396999999834,18.421844499999793,Croatia,HR
91,station,45.76782999999986,18.59056099999978,Croatia,HR
92,station,43.02155999999985,17.568589999999773,Croatia,HR
93,station,45.48712849999984,18.100835999999788,Croatia,HR
94,unknown,45.49867999999984,18.956989499999793,Croatia,HR
