nodeID,nodeLabel,latitude,longetude,country_name,country_ISO3
0,station,52.37574599999985,-7.921141000000205,Ireland,IE
1,station,53.76567299999985,-8.488736500000186,Ireland,IE
2,levelcrossing,53.68595999999985,-8.393957500000198,Ireland,IE
3,station,53.035637999999835,-7.304005500000187,Ireland,IE
4,levelcrossing,53.49059149999985,-7.2003715000001876,Ireland,IE
5,levelcrossing,53.76494999999983,-8.504102500000187,Ireland,IE
6,levelcrossing,53.32137249999985,-6.523191000000196,Ireland,IE
7,levelcrossing,53.73409599999985,-8.855721500000186,Ireland,IE
8,levelcrossing,53.72086999999985,-8.9406290000002,Ireland,IE
9,levelcrossing,53.364483499999835,-6.2716000000002055,Ireland,IE
10,levelcrossing,53.38098049999985,-6.369456500000183,Ireland,IE
11,levelcrossing,53.38257999999985,-6.422534000000184,Ireland,IE
12,levelcrossing,53.37428699999984,-6.3077940000002,Ireland,IE
13,levelcrossing,53.382011499999834,-6.357189500000203,Ireland,IE
14,levelcrossing,53.39910999999984,-6.668931000000185,Ireland,IE
15,levelcrossing,53.36138249999985,-6.259494500000187,Ireland,IE
16,levelcrossing,53.35607649999983,-6.244662000000204,Ireland,IE
17,levelcrossing,53.38166799999985,-6.363793000000186,Ireland,IE
18,levelcrossing,53.37673199999983,-6.596159500000198,Ireland,IE
19,levelcrossing,53.37402699999984,-6.484927500000197,Ireland,IE
20,levelcrossing,53.283558999999826,-8.79614650000019,Ireland,IE
21,levelcrossing,53.28122849999983,-8.80193700000018,Ireland,IE
22,levelcrossing,53.277870999999834,-8.85117600000018,Ireland,IE
23,levelcrossing,53.28003299999983,-8.926095000000203,Ireland,IE
24,levelcrossing,53.27270899999985,-8.977236000000204,Ireland,IE
25,levelcrossing,53.277629999999846,-8.936955000000182,Ireland,IE
26,station,53.27412049999984,-9.04809400000019,Ireland,IE
27,unknown,53.42802449999985,-7.941126500000195,Ireland,IE
28,levelcrossing,53.42687349999983,-7.94697100000019,Ireland,IE
29,station,52.85990799999985,-8.195360000000193,Ireland,IE
30,levelcrossing,53.347098999999844,-8.207145500000195,Ireland,IE
31,levelcrossing,53.39663899999985,-8.048591500000185,Ireland,IE
32,levelcrossing,53.41895599999984,-7.97602950000018,Ireland,IE
33,station,53.336261999999834,-8.239186000000188,Ireland,IE
34,levelcrossing,53.62244749999985,-8.195392500000196,Ireland,IE
35,levelcrossing,53.534954999999826,-8.0532460000002,Ireland,IE
36,station,53.761104499999846,-8.759239500000177,Ireland,IE
37,levelcrossing,53.70291449999985,-8.418848000000196,Ireland,IE
38,levelcrossing,53.71976699999985,-8.985045000000184,Ireland,IE
39,levelcrossing,53.603680499999825,-8.127274500000198,Ireland,IE
40,station,53.62909749999983,-8.211503000000192,Ireland,IE
41,levelcrossing,53.57141099999984,-8.082743000000193,Ireland,IE
42,levelcrossing,53.43342549999983,-7.953715500000186,Ireland,IE
43,levelcrossing,53.76650599999985,-8.52551650000018,Ireland,IE
44,levelcrossing,53.720012499999825,-8.998804000000177,Ireland,IE
45,levelcrossing,52.12310399999984,-8.667095000000188,Ireland,IE
46,station,52.086332999999854,-9.216922000000181,Ireland,IE
47,station,52.07745549999984,-9.071168500000198,Ireland,IE
48,station,52.06932899999984,-9.505965000000202,Ireland,IE
49,levelcrossing,52.04021399999985,-9.346941000000186,Ireland,IE
50,levelcrossing,52.03770099999983,-9.433974500000176,Ireland,IE
51,levelcrossing,52.05987949999985,-9.499521500000185,Ireland,IE
52,station,53.82709749999984,-9.20052050000018,Ireland,IE
53,levelcrossing,52.08440899999985,-9.205417000000182,Ireland,IE
54,levelcrossing,52.083796499999835,-9.033392000000191,Ireland,IE
55,station,52.12956649999984,-8.893986000000183,Ireland,IE
56,levelcrossing,52.11716849999985,-8.696148000000193,Ireland,IE
57,levelcrossing,52.06643299999985,-9.305777500000175,Ireland,IE
58,station,52.27198799999985,-9.698882000000197,Ireland,IE
59,levelcrossing,53.146750499999825,-7.055405000000178,Ireland,IE
60,station,53.14443349999985,-7.0683195000002,Ireland,IE
61,levelcrossing,52.419475499999834,-8.470355000000183,Ireland,IE
62,levelcrossing,53.13926499999985,-7.1128580000001875,Ireland,IE
63,levelcrossing,53.83886649999985,-9.192424500000186,Ireland,IE
64,levelcrossing,53.89465849999985,-9.160624500000182,Ireland,IE
65,levelcrossing,52.28890099999984,-8.67849050000018,Ireland,IE
66,station,54.11305249999984,-9.159260500000187,Ireland,IE
67,station,53.982327999999825,-9.136663500000196,Ireland,IE
68,levelcrossing,53.39036199999984,-6.156958500000201,Ireland,IE
69,levelcrossing,52.46724999999984,-8.302655500000185,Ireland,IE
70,levelcrossing,52.39936899999984,-8.546062500000204,Ireland,IE
71,levelcrossing,52.39193699999984,-8.55748700000018,Ireland,IE
72,station,52.33979949999983,-8.661018500000182,Ireland,IE
73,levelcrossing,52.23842999999985,-8.685741000000178,Ireland,IE
74,levelcrossing,52.22860349999985,-8.691355500000185,Ireland,IE
75,levelcrossing,52.130599999999845,-8.663029500000192,Ireland,IE
76,station,52.49747099999985,-8.204457500000188,Ireland,IE
77,unknown,52.12378699999985,-8.663751500000188,Ireland,IE
78,station,52.13598249999984,-8.662459000000183,Ireland,IE
79,levelcrossing,52.43359049999984,-8.404154000000204,Ireland,IE
80,levelcrossing,51.90216449999983,-8.459619500000201,Ireland,IE
81,levelcrossing,51.90280499999983,-8.460248000000178,Ireland,IE
82,levelcrossing,52.12075799999985,-8.663952000000194,Ireland,IE
83,levelcrossing,52.11717599999983,-8.664189500000191,Ireland,IE
